#F f0_EPDL97.dat
#D Mon Sep 30 15:12:40 2002
#UT Elastic Photon-Atom Scattering, nonrelativistic form factors
#UF0TYPE TABLE ; TABLE TABLE_NOR OR PARAMETRIZATION? 
#UIDL xf0
#C  This file has been created using f0_EPDL97.pro on Mon Sep 30 15:12:40 2002
#C  This file belongs to the DABAX library. More information on
#C  DABAX can be found at:
#C  http://www.esrf.fr/computing/scientific/dabax/
#UD Elastic Photon-Atom Scattering, nonrelativistic form factors
#UD 
#UD
#UD 
#UD The form factors stored in this file come from the 
#UD Evaluated Photon Data Library (EPDL) from the Lawrence Livermore 
#UD National Laboratory: 
#UD    "EPDL97 The Evaluated Data Library, 97 Version"
#UD     Dermott E Cullen, John H Hubbel, Lynn Kissel
#UD        UCRL-50400, Vol 6, Rev 5 (Sep 19 1997)
#UD 
#UD Availability:
#UD In USA: contact the Radiation Safety Information Computational 
#UD         Center (RSICC):
#UD         http://www-rsicc.ornl.gov/rsic.html
#UD In Europe Korea and Japan: contact the Nuclear Energy Agence:
#UD         http://www.nea.fr
#UD         
#UD The argument for the form factor and scattering function is 
#UD x = sin(theta/2)/lambda, where theta is the photon scattering angle, and 
#UD lambda is its wavelength (cm). 
#UD The EPDL97 data base contains data from 0.0 to 1.0e+17 cm^-1. 
#UD The number of data points ranges from about 100 to 174. 
#UD 
#UD Quoted from the above reference of Cullen et al:
#UD The form factors are those of Hubbell [22,23,24]. Hubbell has 
#UD calculated nonrelativistic, relativistic and modified relativistic 
#UD form factors. Based on Hubbell's recommendation the data included in 
#UD EPDL97 are his nonrelativistic form factors, which are currently the 
#UD most widely used of Hubbell's form factors. 
#UD [22] Hubbell et al, J. Phys. Chem. Ref. Data, 4 471 (1975)
#UD [23] Hubbell et al, J. Phys. Chem. Ref. Data, 7 615 (1977)
#UD      Hubbell & Overbo, J. Phys. Chem. Ref. Data, 8 69 (1979)
#UD [24] Hubbell, Radiat. Phys. Chem. 50 113 (1997)
#UD 
#UD 
#UD Note: The data in this file are from reference [22]: 
#UD   J H Hubbell, W J Veigele, E A Briggs, R T Brown, D T Cromer, R J Howerton
#UD   Atomic form factors, incoherent scattering functions and photon scattering cross sections
#UD   J. Phys. Chem. Ref. Data, 4 471-538 (1975)
#UD 
#UD The atomic form factor and also incoherent scattering factor from  [22] are also 
#UD available in ftp://www-phys.llnl.gov/pub/rayleigh/RTAB/data_NF 
#UD  (RTAB Database: L. Kissel, Radiation physics and chemistry 59 (2000) 185-200)
#UD 
#UD 
#UD  The following two arrays are stored: 
#UD     Column 1: X(1/A) = sin(theta/2)/lambda
#UD     Column 2: f0 = form factor (electron units)
#UD
#UD
#S  1 H 
#N 2
#L X(1/A)  f0
     2.973600      9.267260 
     3.000000      9.137800 
     3.062500      8.822360 
     3.335900      7.538680 
     3.418000      7.238970 
     3.500000      6.993400 
     3.562500      6.843900 
     4.000000      6.141400 
     4.125000      5.919420 
     5.000000      4.437400 
     5.125000      4.306660 
     5.343800      4.118870 
     5.835900      3.772090 
     6.000000      3.655200 
     7.000000      2.963500 
     7.625000      2.681010 
     7.875000      2.568220 
     8.000000      2.507700 
     8.125000      2.443590 
     10.00000      1.596200 
     10.31300      1.518850 
     10.60500      1.461510 
     10.88000      1.417670 
     11.25800      1.369800 
     11.60500      1.335470 
     11.83200      1.318190 
     13.75000      1.212360 
     15.00000      1.155000 
     15.62500      1.118830 
     16.41100      1.068880 
     17.06900      1.025080 
     17.80200     0.9758530 
     18.58700     0.9237680 
     19.52900     0.8636670 
     20.00000     0.8350100 
     21.39200     0.7557980 
     22.72600     0.6874990 
     24.43000     0.6100620 
     26.02800     0.5464870 
     27.50000     0.4946500 
     28.25100     0.4704450 
     30.24800     0.4126530 
     32.08000     0.3669810 
     34.32000     0.3191660 
     37.19500     0.2684270 
     40.39600     0.2230740 
     42.79700     0.1951240 
     46.39800     0.1608600 
     50.00000     0.1337400 
     53.75000     0.1112770 
     57.03100    0.09539090 
     62.77300    0.07391430 
     70.31000    0.05428740 
     80.00000    0.03794900 
     100.0000    0.02028200 
     154.0600   0.006022940 
     262.8100   0.001352030 
     397.9600  0.0004260550 
     612.9800  0.0001288270 
     870.9900  4.895770E-05 
     1000.000  3.351100E-05 
     1342.800  1.496620E-05 
     2206.000  3.880350E-06 
     4199.300  6.831390E-07 
     10348.00  6.125100E-08 
     32444.00  2.968640E-09 
     1000000.  3.685100E-13 
 3.162300E+07  4.085370E-17 
 1.000000E+09  4.296800E-21 
#S  79 Au
#N 2
#L X(1/A)  f0
     0.000000      79.00000 
 1.000000E-07      79.00000 
 1.000000E-06      79.00000 
 1.000000E-05      79.00000 
 1.000000E-04      79.00000 
  0.001000000      79.00000 
  0.005000000      78.97600 
  0.008750000      78.94770 
  0.010000000      78.94100 
   0.01500000      78.89400 
   0.02000000      78.81200 
   0.02500000      78.70800 
   0.03000000      78.58100 
   0.03500000      78.43230 
   0.04000000      78.26600 
   0.04500000      78.08390 
   0.05000000      77.88200 
   0.05500000      77.65880 
   0.06250000      77.28360 
   0.07000000      76.88400 
   0.07875000      76.37340 
   0.08625000      75.91300 
   0.09000000      75.67700 
    0.1000000      75.01600 
    0.1125000      74.13150 
    0.1187500      73.67370 
    0.1250000      73.20500 
    0.1375000      72.23160 
    0.1500000      71.24700 
    0.1687500      69.73970 
    0.1750000      69.23200 
    0.2000000      67.16400 
    0.2250000      65.08970 
    0.2500000      63.04400 
    0.2875000      60.06380 
    0.3000000      59.10800 
    0.3437500      55.88860 
    0.3750000      53.74690 
    0.4000000      52.13800 
    0.4500000      49.15910 
    0.4750000      47.78410 
    0.5000000      46.48000 
    0.5500000      44.04110 
    0.5750000      42.89650 
    0.6000000      41.80100 
    0.6500000      39.72170 
    0.6750000      38.73130 
    0.7000000      37.77500 
    0.7750000      35.05380 
    0.8000000      34.19600 
    0.8750000      31.73840 
    0.9000000      30.96100 
    0.9750000      28.73590 
     1.000000      28.03300 
     1.109400      25.18280 
     1.250000      22.12900 
     1.375000      19.96300 
     1.500000      18.26000 
     1.625000      16.94260 
     1.750000      15.87150 
     2.000000      14.12500 
     2.250000      12.66280 
     2.500000      11.46900 
     2.671900      10.76730 
     2.789100      10.28450 
     2.875000      9.907760 
     2.894500      9.819000 
     2.973600      9.445600 
     3.000000      9.315800 
     3.062500      8.999940 
     3.335900      7.713230 
     3.445300      7.322270 
     3.500000      7.162300 
     3.562500      7.009690 
     4.000000      6.273800 
     4.125000      6.039640 
     4.234400      5.819780 
     4.425800      5.429600 
     4.784700      4.789380 
     4.928200      4.585710 
     5.000000      4.496800 
     5.125000      4.363030 
     6.000000      3.711000 
     7.000000      3.023600 
     7.625000      2.737110 
     7.875000      2.622300 
     8.000000      2.560700 
     8.125000      2.495610 
     10.00000      1.635000 
     10.31300      1.555540 
     10.60500      1.496290 
     11.00900      1.432200 
     11.37900      1.387010 
     11.83200      1.344320 
     13.75000      1.232960 
     15.00000      1.172800 
     15.62500      1.136260 
     16.41100      1.086360 
     17.06900      1.042860 
     18.11600     0.9731720 
     19.05800     0.9121550 
     20.00000     0.8541500 
     21.39200     0.7750430 
     22.72600     0.7065190 
     24.43000     0.6284880 
     26.02800     0.5641660 
     27.50000     0.5115460 
     28.25100     0.4869230 
     30.24800     0.4279960 
     32.08000     0.3812890 
     34.32000     0.3322550 
     37.19500     0.2800670 
     40.39600     0.2332740 
     42.79700     0.2043640 
     46.39800     0.1688390 
     50.00000     0.1406500 
     53.75000     0.1172490 
     57.03100     0.1006640 
     62.77300    0.07819230 
     70.31000    0.05759160 
     80.00000    0.04038200 
     100.0000    0.02168700 
     154.0600   0.006494390 
     273.2800   0.001319600 
     454.9600  0.0003221500 
     727.4800  8.858240E-05 
     1000.000  3.709400E-05 
     1342.800  1.662370E-05 
     2206.000  4.334750E-06 
     4199.300  7.686390E-07 
     10348.00  6.959210E-08 
     32444.00  3.413130E-09 
     1000000.  4.384100E-13 
 3.162300E+07  5.032920E-17 
 1.000000E+09  5.485100E-21 
#S  80 Hg
#N 2
#L X(1/A)  f0
     0.000000      80.00000 
 1.000000E-07      80.00000 
 1.000000E-06      80.00000 
 1.000000E-05      80.00000 
 1.000000E-04      80.00000 
  0.001000000      80.00000 
  0.005000000      79.97700 
  0.008750000      79.94710 
  0.010000000      79.94000 
   0.01375000      79.89840 
   0.01500000      79.88700 
   0.02000000      79.79900 
   0.02500000      79.68800 
   0.03000000      79.55400 
   0.03500000      79.39590 
   0.04000000      79.21800 
   0.04500000      79.02310 
   0.05000000      78.80800 
   0.05687500      78.47470 
   0.06156200      78.22580 
   0.06500000      78.04030 
   0.06718700      77.91280 
   0.07000000      77.75500 
   0.07500000      77.44860 
   0.08250000      76.98070 
   0.09000000      76.49000 
    0.1000000      75.80200 
    0.1109400      75.00950 
    0.1187500      74.42000 
    0.1250000      73.94200 
    0.1437500      72.46000 
    0.1500000      71.96500 
    0.1750000      69.95100 
    0.2000000      67.90300 
    0.2250000      65.85540 
    0.2375000      64.83510 
    0.2500000      63.83300 
    0.2875000      60.87190 
    0.3000000      59.91800 
    0.3437500      56.68590 
    0.3750000      54.52640 
    0.4000000      52.89000 
    0.4500000      49.85870 
    0.4750000      48.45250 
    0.5000000      47.12200 
    0.5750000      43.48050 
    0.6000000      42.37300 
    0.6750000      39.28890 
    0.7000000      38.33300 
    0.7750000      35.62260 
    0.8000000      34.76900 
    0.8750000      32.32080 
    0.9000000      31.54500 
    0.9750000      29.31840 
     1.000000      28.61300 
     1.062500      26.92280 
     1.203100      23.58130 
     1.250000      22.61000 
     1.437500      19.41130 
     1.500000      18.57400 
     1.625000      17.18910 
     1.750000      16.06920 
     2.000000      14.27900 
     2.250000      12.82940 
     2.500000      11.64800 
     2.671900      10.94590 
     2.789100      10.46130 
     2.875000      10.08350 
     2.894500      9.994550 
     2.973600      9.620380 
     3.000000      9.491300 
     3.062500      9.176020 
     3.335900      7.889950 
     3.445300      7.496560 
     3.500000      7.334400 
     3.562500      7.178480 
     4.000000      6.408700 
     4.125000      6.162140 
     4.234400      5.931490 
     4.425800      5.524040 
     4.750000      4.914910 
     4.784700      4.859030 
     4.928200      4.648860 
     5.000000      4.557400 
     5.125000      4.420290 
     6.000000      3.765800 
     6.250000      3.581080 
     6.812500      3.190710 
     7.000000      3.083300 
     7.625000      2.793040 
     7.875000      2.676120 
     8.000000      2.613700 
     8.125000      2.547540 
     10.00000      1.674600 
     10.31300      1.593090 
     10.60500      1.531840 
     11.00900      1.465050 
     11.37900      1.417640 
     11.83200      1.372450 
     13.75000      1.253490 
     15.00000      1.190300 
     15.62500      1.153360 
     16.41100      1.103500 
     17.06900      1.060290 
     18.11600     0.9912860 
     19.05800     0.9308250 
     20.00000     0.8732200 
     21.39200     0.7943090 
     22.72600     0.7256280 
     24.43000     0.6470670 
     26.02800     0.5820430 
     27.50000     0.5286800 
     28.22900     0.5043570 
     30.24800     0.4436020 
     32.71700     0.3807500 
     34.87700     0.3343620 
     37.59500     0.2853670 
     39.86900     0.2509670 
     43.48700     0.2061370 
     46.74400     0.1739680 
     50.00000     0.1478000 
     53.75000     0.1234440 
     57.03100     0.1061480 
     62.77300    0.08265670 
     70.31000    0.06105390 
     80.00000    0.04294200 
     100.0000    0.02317400 
     208.1100   0.003045730 
     307.1000   0.001040570 
     480.3200  0.0003041660 
     740.1600  9.315620E-05 
     1000.000  4.105200E-05 
     1342.800  1.846260E-05 
     2206.000  4.842380E-06 
     4199.300  8.649560E-07 
     10348.00  7.909920E-08 
     32444.00  3.926350E-09 
     1000000.  5.221700E-13 
 3.162300E+07  6.211370E-17 
 1.000000E+09  7.019400E-21 
#S  81 Tl
#N 2
#L X(1/A)  f0
     0.000000      81.00000 
 1.000000E-07      81.00000 
 1.000000E-06      81.00000 
 1.000000E-05      81.00000 
 1.000000E-04      81.00000 
  0.001000000      81.00000 
  0.005000000      80.97300 
  0.007500000      80.94900 
  0.009375000      80.93580 
  0.010000000      80.93200 
   0.01500000      80.87300 
   0.02000000      80.77600 
   0.02500000      80.65200 
   0.03000000      80.50300 
   0.03500000      80.32810 
   0.04000000      80.13300 
   0.04500000      79.92100 
   0.05000000      79.68700 
   0.05687500      79.32410 
   0.06437500      78.89440 
   0.06500000      78.85450 
   0.07000000      78.54900 
   0.07500000      78.22390 
   0.08250000      77.72980 
   0.09000000      77.21400 
    0.1000000      76.49500 
    0.1109400      75.67900 
    0.1250000      74.59300 
    0.1375000      73.59470 
    0.1500000      72.60400 
    0.1687500      71.10240 
    0.1750000      70.60800 
    0.2000000      68.59600 
    0.2250000      66.58320 
    0.2500000      64.59000 
    0.2875000      61.65960 
    0.3000000      60.71200 
    0.3437500      57.48390 
    0.3750000      55.31180 
    0.4000000      53.65700 
    0.4500000      50.57360 
    0.4750000      49.13850 
    0.5000000      47.78000 
    0.5750000      44.06800 
    0.6000000      42.94400 
    0.6750000      39.83470 
    0.7000000      38.87600 
    0.7750000      36.17160 
    0.8000000      35.32200 
    0.8750000      32.88660 
    0.9000000      32.11400 
    0.9750000      29.89120 
     1.000000      29.18500 
     1.062500      27.48710 
     1.156300      25.15890 
     1.250000      23.10300 
     1.437500      19.78590 
     1.500000      18.90900 
     1.625000      17.45330 
     1.750000      16.27790 
     1.812500      15.76580 
     2.000000      14.43400 
     2.250000      12.98880 
     2.500000      11.81900 
     2.671900      11.11770 
     2.789100      10.63250 
     2.875000      10.25490 
     2.894500      10.16610 
     2.973600      9.793550 
     3.000000      9.664400 
     3.062500      9.350620 
     3.335900      8.068620 
     3.445300      7.673500 
     3.500000      7.509400 
     3.562500      7.350620 
     4.000000      6.546000 
     4.125000      6.266250 
     4.234400      6.011550 
     4.425800      5.604670 
     4.750000      5.010490 
     4.784700      4.953010 
     4.928200      4.726340 
     5.000000      4.619200 
     5.125000      4.478360 
     5.343800      4.280110 
     5.835900      3.932640 
     6.000000      3.819200 
     6.250000      3.636650 
     6.812500      3.249860 
     7.000000      3.142500 
     7.625000      2.848640 
     7.875000      2.729760 
     8.000000      2.666400 
     8.250000      2.530240 
     8.468800      2.406990 
     8.851600      2.196780 
     9.569300      1.863230 
     9.856400      1.759520 
     10.00000      1.714200 
     10.31300      1.630560 
     10.60500      1.567340 
     11.00900      1.497910 
     11.37900      1.448230 
     11.83200      1.400440 
     12.22800      1.367020 
     13.75000      1.274650 
     15.00000      1.207600 
     15.62500      1.170260 
     16.17200      1.135820 
     17.12900      1.073590 
     17.84700      1.026640 
     18.92300     0.9578090 
     20.00000     0.8922100 
     21.39200     0.8135550 
     22.72600     0.7447720 
     24.43000     0.6657450 
     26.02800     0.6000690 
     27.50000     0.5459910 
     28.22900     0.5212900 
     30.24800     0.4594460 
     32.71700     0.3952520 
     34.87700     0.3477260 
     37.59500     0.2973920 
     39.86900     0.2619610 
     43.48700     0.2156700 
     46.74400     0.1823640 
     50.00000     0.1552100 
     53.75000     0.1298810 
     57.03100     0.1118580 
     62.77300    0.08732090 
     70.31000    0.06468440 
     80.00000    0.04563700 
     100.0000    0.02474900 
     257.6100   0.001835380 
     480.3200  0.0003334340 
     740.1600  0.0001026940 
     1000.000  4.542500E-05 
     1342.800  2.050280E-05 
     2206.000  5.409450E-06 
     4199.300  9.734600E-07 
     10348.00  8.992400E-08 
     32444.00  4.519030E-09 
     1000000.  6.226800E-13 
 3.162300E+07  7.680220E-17 
 1.000000E+09  9.006000E-21 
#S  82 Pb
#N 2
#L X(1/A)  f0
     0.000000      82.00000 
 1.000000E-07      82.00000 
 1.000000E-06      82.00000 
 1.000000E-05      82.00000 
 1.000000E-04      82.00000 
  0.001000000      82.00000 
  0.005000000      81.97500 
  0.007500000      81.94980 
  0.010000000      81.93200 
   0.01500000      81.86800 
   0.02000000      81.76700 
   0.02500000      81.63800 
   0.03000000      81.48200 
   0.03500000      81.30000 
   0.04000000      81.09600 
   0.04500000      80.87240 
   0.05000000      80.62600 
   0.05687500      80.24610 
   0.06437500      79.79690 
   0.06500000      79.75500 
   0.07000000      79.43500 
   0.07500000      79.09360 
   0.08250000      78.57480 
   0.09000000      78.03400 
    0.1000000      77.28200 
    0.1109400      76.43000 
    0.1250000      75.30200 
    0.1375000      74.27350 
    0.1500000      73.25900 
    0.1687500      71.73500 
    0.1750000      71.23600 
    0.2000000      69.22300 
    0.2375000      66.24480 
    0.2500000      65.27000 
    0.2875000      62.38820 
    0.3000000      61.45400 
    0.3437500      58.25480 
    0.3812500      55.65930 
    0.4000000      54.42300 
    0.4500000      51.30270 
    0.5000000      48.45900 
    0.5750000      44.67290 
    0.6000000      43.52900 
    0.6750000      40.38080 
    0.7000000      39.41500 
    0.7750000      36.70490 
    0.8000000      35.85600 
    0.8750000      33.43100 
    0.9000000      32.66200 
    0.9750000      30.44630 
     1.000000      29.74100 
     1.062500      28.04130 
     1.156300      25.69620 
     1.187500      24.97160 
     1.250000      23.60400 
     1.437500      20.17540 
     1.500000      19.26000 
     1.625000      17.73200 
     1.750000      16.49800 
     1.812500      15.96250 
     2.000000      14.59200 
     2.250000      13.14440 
     2.500000      11.98300 
     2.671900      11.28310 
     2.789100      10.79860 
     2.875000      10.42220 
     2.894500      10.33380 
     3.000000      9.835100 
     3.125000      9.210240 
     3.359400      8.157000 
     3.453100      7.827670 
     3.500000      7.686700 
     4.000000      6.685300 
     4.125000      6.413590 
     4.234400      6.161240 
     4.425800      5.719000 
     4.750000      5.063350 
     4.784700      5.003180 
     4.928200      4.779700 
     5.000000      4.682500 
     5.125000      4.537590 
     5.343800      4.334500 
     5.918000      3.928180 
     6.000000      3.871400 
     6.250000      3.687580 
     7.000000      3.200900 
     7.625000      2.903470 
     7.875000      2.782810 
     8.000000      2.718400 
     8.250000      2.580450 
     8.468800      2.455950 
     8.851600      2.243220 
     9.569300      1.905380 
     9.856400      1.799570 
     10.00000      1.753400 
     10.31300      1.667670 
     10.60500      1.602400 
     11.00900      1.530480 
     11.37900      1.478470 
     11.83200      1.428090 
     12.04300      1.408350 
     13.75000      1.294130 
     15.00000      1.224600 
     15.89800      1.169770 
     16.65000      1.121640 
     17.48800      1.067340 
     18.38500      1.009860 
     19.46200     0.9431000 
     20.00000     0.9111000 
     21.39200     0.8327660 
     22.72600     0.7639410 
     24.43000     0.6845310 
     26.02800     0.6182130 
     27.50000     0.5634890 
     28.22900     0.5384030 
     30.24800     0.4755220 
     32.71700     0.4099890 
     34.87700     0.3613790 
     37.59500     0.3096960 
     39.86900     0.2732530 
     43.48700     0.2254870 
     46.74400     0.1910330 
     50.00000     0.1628800 
     53.75000     0.1365620 
     57.03100     0.1177960 
     62.77300    0.09218710 
     70.31000    0.06848190 
     80.00000    0.04847000 
     100.0000    0.02641500 
     316.2300   0.001139520 
     487.1700  0.0003516230 
     743.5900  0.0001117810 
     1000.000  5.025700E-05 
     1342.800  2.276670E-05 
     2206.000  6.043070E-06 
     4199.300  1.095770E-06 
     10348.00  1.022680E-07 
     32444.00  5.204240E-09 
     1000000.  7.434700E-13 
 3.162300E+07  9.515090E-17 
 1.000000E+09  1.158600E-20 
#S  83 Bi
#N 2
#L X(1/A)  f0
     0.000000      83.00000 
 1.000000E-07      83.00000 
 1.000000E-06      83.00000 
 1.000000E-05      83.00000 
 1.000000E-04      83.00000 
  0.001000000      83.00000 
  0.005000000      82.97700 
  0.007187500      82.95400 
  0.009062500      82.93920 
  0.010000000      82.93300 
   0.01250000      82.89610 
   0.01500000      82.86600 
   0.02000000      82.76300 
   0.02500000      82.63200 
   0.03000000      82.47300 
   0.03500000      82.28690 
   0.04000000      82.07700 
   0.04500000      81.84600 
   0.05000000      81.59200 
   0.05500000      81.31500 
   0.06250000      80.85480 
   0.06500000      80.69790 
   0.07000000      80.36800 
   0.07875000      79.74610 
   0.08625000      79.19640 
   0.09000000      78.91400 
    0.1000000      78.13100 
    0.1125000      77.11020 
    0.1187500      76.59260 
    0.1250000      76.07000 
    0.1375000      75.00450 
    0.1500000      73.95600 
    0.1687500      72.38810 
    0.1750000      71.87700 
    0.1937500      70.33710 
    0.2000000      69.83500 
    0.2250000      67.83670 
    0.2375000      66.85580 
    0.2500000      65.89500 
    0.2875000      63.05630 
    0.3000000      62.13500 
    0.3437500      58.98150 
    0.3812500      56.40850 
    0.4000000      55.17300 
    0.4500000      52.03580 
    0.5000000      49.15400 
    0.5750000      45.29570 
    0.6000000      44.13100 
    0.6750000      40.93120 
    0.7000000      39.95400 
    0.7750000      37.22690 
    0.8000000      36.37700 
    0.8750000      33.95620 
    0.9000000      33.19000 
    0.9750000      30.98380 
     1.000000      30.28100 
     1.062500      28.58420 
     1.156300      26.22970 
     1.187500      25.49770 
     1.250000      24.10900 
     1.500000      19.62800 
     1.625000      18.02690 
     1.750000      16.73100 
     1.789100      16.37440 
     2.000000      14.75400 
     2.250000      13.29550 
     2.375000      12.68860 
     2.500000      12.14000 
     2.671900      11.44240 
     2.789100      10.95830 
     2.875000      10.58490 
     2.894500      10.49740 
     3.000000      10.00300 
     3.125000      9.384470 
     3.359400      8.337500 
     3.453100      8.007230 
     3.500000      7.865500 
     4.000000      6.826100 
     4.125000      6.541860 
     4.234400      6.278770 
     4.425800      5.819780 
     4.712900      5.209360 
     4.750000      5.140440 
     4.856400      4.958040 
     5.000000      4.747400 
     5.179700      4.540550 
     5.234400      4.486960 
     6.000000      3.922600 
     6.250000      3.740530 
     7.000000      3.257900 
     7.625000      2.957250 
     7.875000      2.834770 
     8.000000      2.769500 
     8.250000      2.630000 
     8.468800      2.504270 
     8.851600      2.289290 
     9.569300      1.947410 
     9.856400      1.839860 
     10.00000      1.792700 
     10.31300      1.704890 
     10.60500      1.637670 
     11.00900      1.563110 
     11.37900      1.508790 
     11.83200      1.455760 
     12.41300      1.402630 
     13.33700      1.338270 
     13.75000      1.313500 
     14.72300      1.257630 
     15.00000      1.241400 
     15.89800      1.186140 
     16.65000      1.138220 
     17.48800      1.084460 
     18.38500      1.027670 
     19.46200     0.9616220 
     20.00000     0.9298900 
     21.39200     0.8519400 
     22.72600     0.7831270 
     24.43000     0.7033790 
     26.02800     0.6365080 
     27.50000     0.5811480 
     28.22900     0.5557150 
     30.24800     0.4918190 
     32.71700     0.4250030 
     34.87700     0.3752910 
     37.59500     0.3222880 
     39.86900     0.2848200 
     43.48700     0.2355850 
     46.74400     0.1999740 
     50.00000     0.1708100 
     53.75000     0.1434870 
     57.03100     0.1239640 
     62.77300    0.09725940 
     70.31000    0.07246000 
     80.00000    0.05144800 
     100.0000    0.02817900 
     401.7000  0.0006492660 
     615.3800  0.0002051110 
     1000.000  5.559700E-05 
     1342.800  2.527850E-05 
     2206.000  6.751140E-06 
     4199.300  1.233520E-06 
     10348.00  1.163230E-07 
     32444.00  5.996230E-09 
     1000000.  8.888500E-13 
 3.162300E+07  1.181240E-16 
 1.000000E+09  1.494500E-20 
#S  84 Po
#N 2
#L X(1/A)  f0
     0.000000      84.00000 
 1.000000E-07      84.00000 
 1.000000E-06      84.00000 
 1.000000E-05      84.00000 
 1.000000E-04      84.00000 
  0.001000000      84.00000 
  0.005000000      83.98000 
  0.008750000      83.94450 
  0.010000000      83.93600 
   0.01500000      83.86500 
   0.02000000      83.76100 
   0.02500000      83.62900 
   0.03000000      83.46900 
   0.03500000      83.28160 
   0.04000000      83.06900 
   0.04750000      82.70090 
   0.05000000      82.57500 
   0.05500000      82.29330 
   0.06250000      81.82480 
   0.06500000      81.66490 
   0.07000000      81.32800 
   0.07875000      80.69040 
   0.08625000      80.12500 
   0.09000000      79.83400 
    0.1000000      79.02500 
    0.1109400      78.10550 
    0.1187500      77.43140 
    0.1250000      76.89000 
    0.1375000      75.78640 
    0.1500000      74.70000 
    0.1687500      73.07590 
    0.1750000      72.54800 
    0.1937500      70.96980 
    0.2000000      70.45600 
    0.2250000      68.43340 
    0.2375000      67.44860 
    0.2500000      66.48800 
    0.2875000      63.67380 
    0.3000000      62.76500 
    0.3437500      59.66030 
    0.3812500      57.11890 
    0.4000000      55.89300 
    0.4500000      52.75910 
    0.5000000      49.85500 
    0.5750000      45.93930 
    0.6000000      44.75000 
    0.6750000      41.49320 
    0.7000000      40.50100 
    0.7750000      37.74240 
    0.8000000      36.88900 
    0.8750000      34.46580 
    0.9000000      33.70100 
    0.9750000      31.50390 
     1.000000      30.80400 
     1.062500      29.11310 
     1.156300      26.75610 
     1.187500      26.01920 
     1.250000      24.61500 
     1.500000      20.01300 
     1.671900      17.79660 
     1.859400      15.98860 
     1.875000      15.86000 
     2.000000      14.92300 
     2.250000      13.44530 
     2.500000      12.29100 
     2.671900      11.59510 
     2.789100      11.11490 
     2.875000      10.74390 
     2.894500      10.65690 
     3.000000      10.16800 
     3.125000      9.557070 
     3.359400      8.518950 
     3.375000      8.459760 
     3.453100      8.188270 
     3.500000      8.045200 
     4.000000      6.968300 
     4.125000      6.671730 
     4.234400      6.398110 
     4.425800      5.922170 
     4.712900      5.291040 
     4.750000      5.219880 
     4.856400      5.031660 
     5.000000      4.814400 
     5.179700      4.601150 
     5.330100      4.457860 
     6.000000      3.973100 
     6.250000      3.795750 
     7.000000      3.313600 
     7.625000      3.009890 
     7.875000      2.885770 
     8.000000      2.819600 
     8.250000      2.674040 
     8.468800      2.539860 
     8.851600      2.328350 
     9.569300      1.997370 
     9.856400      1.884550 
     10.00000      1.831700 
     10.31300      1.741720 
     10.60500      1.672710 
     11.00900      1.595430 
     11.37900      1.538840 
     11.83200      1.483150 
     12.41300      1.427080 
     12.50000      1.419720 
     12.78200      1.397390 
     15.00000      1.257900 
     15.89800      1.202240 
     16.65000      1.154600 
     17.48800      1.101420 
     18.38500      1.045240 
     19.46200     0.9799920 
     20.00000     0.9485900 
     21.39200     0.8710900 
     22.72600     0.8023480 
     24.43000     0.7223270 
     26.02800     0.6549520 
     27.50000     0.5989910 
     28.22900     0.5732270 
     30.24800     0.5083520 
     32.71700     0.4402820 
     34.87700     0.3894820 
     37.59500     0.3351710 
     39.86900     0.2966800 
     43.48700     0.2459710 
     46.74400     0.2091960 
     50.00000     0.1790100 
     53.75000     0.1506670 
     57.03100     0.1303740 
     62.77300     0.1025490 
     70.31000    0.07662440 
     80.00000    0.05457800 
     100.0000    0.03004400 
     487.1700  0.0004222230 
     743.5900  0.0001357520 
     1000.000  6.150100E-05 
     1342.800  2.806720E-05 
     2206.000  7.542420E-06 
     4199.300  1.389000E-06 
     16496.00  3.956510E-08 
     128440.0  2.026940E-10 
     1000000.  1.064100E-12 
 3.162300E+07  1.469480E-16 
 1.000000E+09  1.933300E-20 
#S  85 At
#N 2
#L X(1/A)  f0
     0.000000      85.00000 
 1.000000E-07      85.00000 
 1.000000E-06      85.00000 
 1.000000E-05      85.00000 
 1.000000E-04      85.00000 
  0.001000000      85.00000 
  0.005000000      84.98300 
  0.006718700      84.96380 
  0.008593700      84.94780 
  0.010000000      84.93800 
   0.01250000      84.89780 
   0.01500000      84.86500 
   0.02000000      84.76100 
   0.02500000      84.62900 
   0.03000000      84.46800 
   0.03750000      84.17020 
   0.04000000      84.06700 
   0.04750000      83.69440 
   0.05000000      83.56700 
   0.05500000      83.28270 
   0.06250000      82.80980 
   0.06500000      82.64820 
   0.07000000      82.30700 
   0.07875000      81.66670 
   0.08625000      81.07910 
   0.09000000      80.78300 
    0.1000000      79.95200 
    0.1109400      79.00550 
    0.1187500      78.31060 
    0.1250000      77.75200 
    0.1375000      76.61690 
    0.1500000      75.48700 
    0.1687500      73.80270 
    0.1750000      73.25600 
    0.1937500      71.62880 
    0.2000000      71.10100 
    0.2250000      69.03870 
    0.2375000      68.03950 
    0.2500000      67.06800 
    0.2750000      65.17380 
    0.2875000      64.25660 
    0.3000000      63.35500 
    0.3437500      60.29390 
    0.3500000      59.86710 
    0.3812500      57.78630 
    0.4000000      56.57700 
    0.4500000      53.45990 
    0.5000000      50.55300 
    0.5750000      46.59360 
